post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url
"Plaukų gumyčių rinkinys (4 vnt)",plauku-gumyciu-rinkinys-4-vnt-2,,1165,"MAMA! Sunku būtų rasti prasmingesnį žodį šiame pasaulyje. Nė vieno mūsų čia nebūtų, jei ne ji. O kai šį žodį, kad ir ne itin tiksliai, dar virpančia rankyte rašo tas, kuriam šis žodis gražiausias iš visų? Ačiū, MAMOS, kad meile pasidalijote su manimi. Skoloje neliksiu. <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t3e/3/16/1f5a4.png"" alt=""🖤"" width=""16"" height=""16"" /></span> Nauja kolekcija „MAMA“ – jau prekyboje. Siunčiame į užsienį. Prekių kiekis ribotas.

Savybės: dydis: universalus

Sudėtis: 100% organic medvilnė

Komplekte keturių spalvų plaukų gumytės.",,publish,,0,"2021-06-14 09:44:46",1,closed,gumytes,,,no,no,'-1,15,9,,,,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7652.jpg ! alt :  ! title : insta-fb-7652.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7656.jpg ! alt :  ! title : insta-fb-7656.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7654.jpg ! alt :  ! title : insta-fb-7654.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7660.jpg ! alt :  ! title : insta-fb-7660.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7657.jpg ! alt :  ! title : insta-fb-7657.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/plauku-gumyciu-rinkinys-4-vnt-2/
"Akiniai miegui ""MAMA""",akiniai-miegui-mama-2,,1175,"MAMA! Sunku būtų rasti prasmingesnį žodį šiame pasaulyje. Nė vieno mūsų čia nebūtų, jei ne ji. O kai šį žodį, kad ir ne itin tiksliai, dar virpančia rankyte rašo tas, kuriam šis žodis gražiausias iš visų? Ačiū, MAMOS, kad meile pasidalijote su manimi. Skoloje neliksiu. <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t3e/3/16/1f5a4.png"" alt=""🖤"" width=""16"" height=""16"" /></span> Nauja kolekcija „MAMA“ – jau prekyboje. Siunčiame į užsienį. Prekių kiekis ribotas.

Sudėtis: Dydis : 100% organic medvilnė

Dydis : universalus
plotis 21cm, aukštis 10,5cm",,publish,,0,"2021-06-14 09:45:17",1,closed,akiniai,,,no,no,33,24,,,,,,,,instock,notify,no,,yes,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/LU_1590-scaled-1.jpg ! alt :  ! title : LU_1590-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7649.jpg ! alt :  ! title : insta-fb-7649.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7648.jpg ! alt :  ! title : insta-fb-7648.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7646.jpg ! alt :  ! title : insta-fb-7646.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7645.jpg ! alt :  ! title : insta-fb-7645.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/akiniai-miegui-mama-2/
"Oversize moteriškas chalatas ""MAMA""",oversize-moteriskas-chalatas-mama,,1189,"<div class=""j83agx80 l9j0dhe7 du4w35lb aovydwv3 do00u71z"">
<div class=""l9j0dhe7 i09qtzwb esma6hys j83agx80"" data-pagelet=""ChatTab"">
<div class=""nred35xi ue3kfks5 pw54ja7n jinzq4gt mrjvor2e eu4i7hue jq4qci2q a3bd9o3v ni8dbmo4 stjgntxs gu00c43d jbcpqwzg fh5enmmv kwja4m9d la0exbxb l8e2pc74"" role=""region"" aria-label=""Chat with Klementina Puolikaitė-Guobė"" data-testid=""mwchat-tab"">
<div class=""iqfcb0g7 tojvnm2t a6sixzi8 k5wvi7nf q3lfd5jv pk4s997a bipmatt0 cebpdrjk qowsmv63 owwhemhu dp1hu0rb dhp61c6y l9j0dhe7 iyyx5f41 a8s20v7p"" tabindex=""-1"">
<div class=""datstx6m iqfcb0g7"" tabindex=""-1"">
<div class=""datstx6m j83agx80 cbu4d94t ni8dbmo4 stjgntxs fbhpx0h9"">
<div class=""rj1gh0hx buofh1pr j83agx80 cbu4d94t l9j0dhe7 du4w35lb"">
<div class=""rq0escxv buofh1pr l9j0dhe7 j83agx80 cbu4d94t"">
<div class=""rj1gh0hx buofh1pr j83agx80 l9j0dhe7 cbu4d94t ni8dbmo4 stjgntxs"">
<div class=""rj1gh0hx buofh1pr l9j0dhe7 j83agx80 cbu4d94t agkhgkm8"">
<div class=""rj1gh0hx buofh1pr ni8dbmo4 stjgntxs j83agx80 cbu4d94t"">
<div class=""buofh1pr j83agx80 eg9m0zos ni8dbmo4 cbu4d94t gok29vw1"">
<div class="""">
<div role=""grid"" data-visualcompletion=""ignore-dynamic"" aria-label=""Žinutės"">
<div class=""j83agx80 jwdofwj8 pby63qed"" data-testid=""incoming_group"">
<div class=""rj1gh0hx buofh1pr hpfvmrgz"">
<div role=""row"">
<div class="""">
<div class=""j83agx80 cbu4d94t"">
<div class=""j83agx80"">
<div class=""jn8vp64t l9j0dhe7 hpfvmrgz"">
<div class=""lzcic4wl"" tabindex=""0"" role=""gridcell"" data-scope=""messages_table"" data-recover=""true"">
<div class=""ni8dbmo4 stjgntxs g5ia77u1 ii04i59q"" aria-owns=""jsc_c_ll"" data-testid=""messenger_incoming_text_row"">
<div class=""l60d2q6s d1544ag0 sj5x9vvc tw6a2znq l9j0dhe7 ni8dbmo4 stjgntxs qlfml3jp inkptoze e72ty7fz qmr60zad jm1wdb64 qv66sw1b ljqsnud1 g6srhlxm odn2s2vf"">
<div class=""oo9gr5id"" dir=""auto"">MAMA! Sunku būtų rasti prasmingesnį žodį šiame pasaulyje. Nė vieno mūsų čia nebūtų, jei ne ji. O kai šį žodį, kad ir ne itin tiksliai, dar virpančia rankyte rašo tas, kuriam šis žodis gražiausias iš visų? Ačiū, MAMOS, kad meile pasidalijote su manimi. Skoloje neliksiu. <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t3e/3/16/1f5a4.png"" alt=""🖤"" width=""16"" height=""16"" /></span> Nauja kolekcija „MAMA“ – jau prekyboje.  Siunčiame į užsienį. Prekių kiekis ribotas.</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
Chalatas pasiūtas iš 100% organic bambuko, kapišonas, rankogaliai ir atvartas pasiūtas iš 100% organic medvilnės

*Savybės - oversize modelis, kišenės, su dirželiu

ilgis nugaroje 128cm, rankovės ilgis nuo peties 70cm (pilnai atlenkta), plotis nugaroje per krūtinė 68cm, priekiniai atlapai po 41cm",,publish,,0,"2021-06-14 09:45:43",1,closed,chalatas,,,no,no,0,99,79,,,,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/LU_452_1-scaled-1.jpg ! alt :  ! title : LU_452_1-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7692.jpg ! alt :  ! title : insta-fb-7692.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/insta-fb-7681.jpg ! alt :  ! title : insta-fb-7681.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/LU_559_1-scaled-1.jpg ! alt :  ! title : LU_559_1-scaled-1.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/oversize-moteriskas-chalatas-mama/
"Rankų kremas ""Mergina iš parako"", 75 ml",ranku-kremas-mergina-is-parako-75-ml,,1242,"Tos kitos mergaitės padarytos iš cukraus vatos ir gėlių. Jos puošia pasaulį savo švelniu grožiu, kvepia vaisiais ir marcipanais, jos kas dieną primena, kad gležnumas - amžina vertybė... O mums tai nė motais. Mes padarytos iš druskos, pipirų ir parako. Mes nelaukiam, kol mums bus duotas leidimas. Mes sukurtos ne puošti, o laimėti, net jei sulauksime žaizdų. Ir mes galime atsiremti viena į kitą. Eime į žvalgybą, merginos iš parako? Kartu.

Naudojimas: reikiamą kiekį kremo įmasažuokite į švarią rankų odą.",,publish,,0,"2021-06-14 09:47:49",1,closed,ajkremas,,,no,no,,3.27,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/ranku-kremas.jpg ! alt :  ! title : ranku-kremas.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/90292969_1600299313452523_6240638625558560768_o.jpg ! alt :  ! title : 90292969_1600299313452523_6240638625558560768_o.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/ranku-kremas-mergina-is-parako-75-ml/
"Baltas UNISEX džemperis ""Fragile like a bomb""",baltas-unisex-dzemperis-fragile-like-a-bomb,,1274,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 80% medvilnė, 20% poliesteris.</li>
 	<li>Iki pirmo skalbimo gali pūkuotis džemperio vidinėje pusėje esanti medžiaga.</li>
</ul>",,publish,,0,"2021-06-14 09:48:49",1,closed,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/Fragile_AJ-scaled-1.jpg ! alt :  ! title : Fragile_AJ-scaled-1.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/baltas-unisex-dzemperis-fragile-like-a-bomb/
"Raudonas UNISEX džemperis ""Diagnosis: INLOVE""",raudonas-unisex-dzemperis-diagnosis-inlove,,1275,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 80% medvilnė, 20% poliesteris.</li>
 	<li>Iki pirmo skalbimo gali pūkuotis džemperio vidinėje pusėje esanti medžiaga.</li>
</ul>",,publish,,0,"2021-06-14 09:48:49",1,closed,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/91129222_1086568665044223_6863364190048878592_n.png ! alt :  ! title : 91129222_1086568665044223_6863364190048878592_n.png ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/90878718_2982596385133635_3653912090990608384_n.jpg ! alt :  ! title : 90878718_2982596385133635_3653912090990608384_n.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/raudonas-unisex-dzemperis-diagnosis-inlove/
"Baltas UNISEX džemperis ""I CAN'T LIVE WITHOUT""",baltas-unisex-dzemperis-i-cant-live-without,,1276,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.
Sudėtis: 80% medvilnė, 20% poliesteris
Iki pirmo skalbimo gali pūkuotis džemperio vidinėje pusėje esanti medžiaga.</li>
</ul>",,publish,,0,"2021-06-14 09:48:49",1,closed,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/3cb0093b29d97767f169-scaled-1.jpg ! alt :  ! title : 3cb0093b29d97767f169-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/60897578_3001949913156222_7660701469569449984_o.jpg ! alt :  ! title : 60897578_3001949913156222_7660701469569449984_o.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/60918425_2999962643354949_7295389650363875328_o.jpg ! alt :  ! title : 60918425_2999962643354949_7295389650363875328_o.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/baltas-unisex-dzemperis-i-cant-live-without/
"Baltas UNISEX džemperis ""ME WHEN YOU'RE GONE""",baltas-unisex-dzemperis-me-when-youre-gone,,1277,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.
Sudėtis: 80% medvilnė, 20% poliesteris</li>
</ul>",,publish,,0,"2021-06-14 09:48:49",1,closed,,,,no,no,,79,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/c1b715be00985dd4f234-scaled-1.jpg ! alt :  ! title : c1b715be00985dd4f234-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/c0daad5d2f5ff84e9c53.jpg ! alt :  ! title : c0daad5d2f5ff84e9c53.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/54430359_1290635514418906_8641151703342645248_n.jpg ! alt :  ! title : 54430359_1290635514418906_8641151703342645248_n.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/baltas-unisex-dzemperis-me-when-youre-gone/
"Balti UNISEX marškinėliai ""I CAN'T LIVE WITHOUT""",balti-unisex-marskineliai-i-cant-live-without,,1278,"Unikalūs marškinėliai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 100% medvilnė</li>
</ul>",,publish,,0,"2021-06-14 09:48:49",1,closed,,,,no,no,,39,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/ab56237274410c1b6b2b-scaled-1.jpg ! alt :  ! title : ab56237274410c1b6b2b-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/61031257_2997560916928455_7179256376084922368_n.jpg ! alt :  ! title : 61031257_2997560916928455_7179256376084922368_n.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/balti-unisex-marskineliai-i-cant-live-without/
"Balti UNISEX marškinėliai ""ME WHEN YOU'RE GONE""",balti-unisex-marskineliai-me-when-youre-gone,,1279,"Unikalūs marškinėliai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 100% medvilnė</li>
</ul>",,publish,,0,"2021-06-14 09:48:49",1,closed,,,,no,no,,39,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/770810e848b672d7a50f-scaled-1.jpg ! alt :  ! title : 770810e848b672d7a50f-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/188c996189bf76bffbab.jpg ! alt :  ! title : 188c996189bf76bffbab.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/54430359_1290635514418906_8641151703342645248_n-1.jpg ! alt :  ! title : 54430359_1290635514418906_8641151703342645248_n-1.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/balti-unisex-marskineliai-me-when-youre-gone/
"Pilkas UNISEX džemperis ""BOYS WILL BE BOYS""",pilkas-unisex-dzemperis-boys-will-be-boys,,1288,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 70% medvilnė, 20% poliesteris, 10% viskozė</li>
 	<li>Iki pirmo skalbimo gali pūkuotis džemperio vidinėje pusėje esanti medžiaga.</li>
</ul>",,publish,,0,"2021-06-14 09:49:11",1,closed,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/18cfaf6db76fc62227ee-scaled-1.jpg ! alt :  ! title : 18cfaf6db76fc62227ee-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/58922456_1316848885130902_8640331476258258944_n.jpg ! alt :  ! title : 58922456_1316848885130902_8640331476258258944_n.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/59163356_1316848881797569_3684134285498908672_n.jpg ! alt :  ! title : 59163356_1316848881797569_3684134285498908672_n.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/58656870_1316848871797570_629879322148077568_n.jpg ! alt :  ! title : 58656870_1316848871797570_629879322148077568_n.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/pilkas-unisex-dzemperis-boys-will-be-boys/
"Pilki UNISEX marškinėliai ""BOYS WILL BE BOYS""",pilki-unisex-marskineliai-boys-will-be-boys,,1289,"Unikalūs marškinėliai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 85% medvilnė, 15% viskozė</li>
</ul>",,publish,,0,"2021-06-14 09:49:11",1,closed,,,,no,no,,39,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/2c6ebc54e9a9880b9982.jpg ! alt :  ! title : 2c6ebc54e9a9880b9982.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/pilki-unisex-marskineliai-boys-will-be-boys/
"Baltas UNISEX džemperis ""INSOMNIAKĖ""",baltas-unisex-dzemperis-insomniake,,1290,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 70% medvilnė, 20% poliesteris, 10% viskozė</li>
</ul>",,publish,,0,"2021-06-14 09:49:11",1,closed,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/109324678_3640902169257496_5570388249292784294_n.png ! alt :  ! title : 109324678_3640902169257496_5570388249292784294_n.png ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/baltas-unisex-dzemperis-insomniake/
"Juodas UNISEX džemperis ""INSOMNIAKĖ""",juodas-unisex-dzemperis-insomniake,,1291,"Unikalūs džemperiai su Agnės Jagelavičiūtės pieštu piešiniu.
Limituoto leidimo.
<ul>
 	<li>Skalbti gerąja puse į vidų.</li>
 	<li>Rekomenduojama skalbti 30°C temperatūroje.</li>
 	<li>Nerekomenduojama džiovinti džiovyklėje.</li>
 	<li>Rekomenduojama lyginti iš vidinės pusės.</li>
 	<li>Nerekomenduojama balinti.</li>
 	<li>Apdailos detalių nelyginti.</li>
 	<li>Sudėtis: 70% medvilnė, 20% poliesteris, 10% viskozė</li>
</ul>",,publish,,0,"2021-06-14 09:49:12",1,closed,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/108798608_224713715247163_6699785607067830460_n.png ! alt :  ! title : 108798608_224713715247163_6699785607067830460_n.png ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/Screenshot-2021-01-23-at-11.25.54.png ! alt :  ! title : Screenshot-2021-01-23-at-11.25.54.png ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/juodas-unisex-dzemperis-insomniake/
"Pledukas ""Vacation mode""",pledukas-vacation-mode,,1292,"Šiltas, minkštas daugiafunkcinis pledukas.

Išorėje minkštas švelnus pluoštas (Poliesteris 100%), viduje bambuko pamušalas, pagaminti rankogaliai iš ribo :)",,publish,,0,"2021-06-14 09:49:12",1,closed,pledas,,,no,no,0,99,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/U0EUli_g.jpeg ! alt :  ! title : U0EUli_g.jpeg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/8TyoIl_g-scaled-1.jpeg ! alt :  ! title : 8TyoIl_g-scaled-1.jpeg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/pledukas-vacation-mode/
"Rudas pledukas ""Vacation mode""",rudas-pledukas-vacation-mode,,1293,"Šiltas, minkštas daugiafunkcinis pledukas.

Išorėje minkštas švelnus pluoštas (Poliesteris 100%), viduje bambuko pamušalas, pagaminti rankogaliai iš ribo :)",,publish,,0,"2021-06-14 09:49:12",1,closed,pledas-1,,,no,no,0,99,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/agnes-foto_final-scaled-1.jpg ! alt :  ! title : agnes-foto_final-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/8TyoIl_g-scaled-1.jpeg ! alt :  ! title : 8TyoIl_g-scaled-1.jpeg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/U0EUli_g.jpeg ! alt :  ! title : U0EUli_g.jpeg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/rudas-pledukas-vacation-mode/
"Pledukas ""MAMA""",pledukas-mama,,1294,"Šiltas, minkštas daugiafunkcinis pledukas. MAMA! Sunku būtų rasti prasmingesnį žodį šiame pasaulyje. Nė vieno mūsų čia nebūtų, jei ne ji. O kai šį žodį, kad ir ne itin tiksliai, dar virpančia rankyte rašo tas, kuriam šis žodis gražiausias iš visų? Ačiū, MAMOS, kad meile pasidalijote su manimi. Skoloje neliksiu. <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t3e/3/16/1f5a4.png"" alt=""🖤"" width=""16"" height=""16"" /></span> Nauja kolekcija „MAMA“ – jau prekyboje. Siunčiame į užsienį. Prekių kiekis ribotas. Sudėtis: Dydis : 100% organic medvilnė

Išorėje švelnus pluoštas (bambukas 100%), viduje medvilnės pamušalas, pagaminti rankogaliai iš bambuko :)",,publish,,0,"2021-06-14 09:49:12",1,closed,pledas-2,,,no,no,1,99,79,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://jagelaviciute.lt/wp-content/uploads/2021/06/LU_1439-scaled-1.jpg ! alt :  ! title : LU_1439-scaled-1.jpg ! desc :  ! caption :  | https://jagelaviciute.lt/wp-content/uploads/2021/06/LU_1461-scaled-1.jpg ! alt :  ! title : LU_1461-scaled-1.jpg ! desc :  ! caption : ",,https://jagelaviciute.lt/produktas/pledukas-mama/
